name,city,address,phone,website,domain,rating,reviews,category,email,facebook,instagram,linkedin,email2,phone2
Ristorante Pizzeria 7 Soldi,"Naples, Italy","Vico Tre Re a Toledo, 6, 80132 Napoli NA, Italy",081 418727,,,4.2,3212.0,pizzeria,,,,,,
Pizzeria da Gigino e Figli,"Naples, Italy","Via Stanislao Manna, 30, 80126 Napoli NA, Italy",081 767 9645,http://www.giginoefigli.it/,giginoefigli.it,4.5,1996.0,pizzeria,,https://www.facebook.com/pizzeriadagiginoefigli/,https://www.instagram.com/pizzeriagiginoefigli/,,info@giginoefigli.it,"03052967812, 0766990308, 000000-150"
Pizzeria Trattoria Cilea 1953,"Naples, Italy","Via Francesco Cilea, 43, 80127 Napoli NA, Italy",081 1932 1930,,,4.2,1067.0,pizzeria,,,,,,
Pummarola Gourmet Girarrosto Pizzeria,"Naples, Italy","Corso Giuseppe Garibaldi, 118, 80055 Portici NA, Italy",081 1925 7737,https://www.pummarolagourmet.com/pizzeria-gourmet/,pummarolagourmet.com,4.4,310.0,pizzeria,info@pummarolagourmet.it,https://www.facebook.com/PummarolaGourmet/,https://www.instagram.com/pummarolagourmet/,,info@pummarolagourmet.it,"081 6123189, 081 19257737, 08775-84519865"
Pizzeria Vesuvio - Pizzaioli dal 1989,"Naples, Italy","V. Benedetto Croce, 44, 80055 Portici NA, Italy",081 475728,https://www.pizzeriavesuvio.it/,pizzeriavesuvio.it,4.2,1968.0,pizzeria,,https://www.facebook.com/pizzeriavesuvioportici,https://www.instagram.com/pizzeriavesuvio1989/,,"Risorsa-2@2x-copia-300x245.webp, Risorsa-2@2x-copia-768x627.webp, Risorsa-2@2x-copia.webp","0490-0491, 0302-0303, 0102-0103"
Pizzeria Vesi,"Naples, Italy","Via dei Tribunali, 388, 80138 Napoli NA, Italy",081 299995,http://vesi.it/,vesi.it,3.7,2444.0,pizzeria,,,,,,
Pizzeria Errico Porzio Vomero,"Naples, Italy","Via Alessandro Scarlatti, 84, 80129 Napoli NA, Italy",081 051 3311,https://pizzerierricoporzio.it/,pizzerierricoporzio.it,4.2,1944.0,pizzeria,contatti@nicolatoralbo.com,https://www.facebook.com/pizzeriaporzio,https://www.instagram.com/pizzeria_porzio/,,contatti@nicolatoralbo.com,"023-04-04-300, 024-12-04-169, 024-12-04-576"
Pizzeria Presepe Napoletano by Gino Sorbillo,"Naples, Italy","Via dei Tribunali, 359, 80134 Napoli NA, Italy",081 1756 6328,http://www.sorbillo.it/,sorbillo.it,4.3,772.0,pizzeria,,https://www.facebook.com/PizzeriaGinoSorbillo/,https://www.instagram.com/sorbillo/,,info@sorbillo.it,"00000057, 0526315789474, 0526315789"
Pizzeria Da Nonna Maria,"Naples, Italy","V. San Marco, 33, 80013 Casalnuovo di Napoli NA, Italy",334 235 9931,,,4.3,292.0,pizzeria,,,,,,
Bistrot Turin,"Turin, Italy","Via Po, 21/B, 10124 Torino TO, Italy",011 698 9032,https://bistroturin.it/,bistroturin.it,4.3,1952.0,restaurant,,https://www.facebook.com/Bistrot-Turin-153844274677128/,https://www.instagram.com/bistroturin/,,,"+390116989032, 06893316775114, 0348250019"
Ify African kitchen and bar,"Turin, Italy","Corso Vercelli, 90, 10155 Torino TO, Italy",347 623 0880,,,4.5,37.0,restaurant,,,,,,
"Persian restaurant , Cibo Colbe","Turin, Italy","Corso Unione Sovietica, 165/B, 10134 Torino TO, Italy",351 144 3116,,,4.8,260.0,restaurant,,,,,,
"Medo GRILL, pizza and RESTAURANT","Turin, Italy","C.so Giulio Cesare, 50, 10152 Torino TO, Italy",329 008 0628,,,4.1,83.0,restaurant,,,,,,
Mogador,"Turin, Italy","C.so XI Febbraio, 7, 10152 Torino TO, Italy",340 400 4822,,,4.2,79.0,restaurant,,,,,,
Istanbul Kebap Pizzeria Restaurant Grill - Cengiz dal 1997,"Turin, Italy","Via Po, 11, 10125 Torino TO, Italy",327 987 4320,,,4.3,679.0,restaurant,,,,,,
Il Grand Maghreb,"Turin, Italy","Piazza della Repubblica, 24, 10152 Torino TO, Italy",338 444 4962,http://grandmaghreb.it/,grandmaghreb.it,4.4,80.0,restaurant,,,,,,
Touberi Restaurant,"Turin, Italy","Via Giulia di Barolo, 18/a, 10124 Torino TO, Italy",328 220 3990,http://touberi.com/,touberi.com,4.7,1369.0,restaurant,,https://www.facebook.com/TouberiTorino/,https://www.instagram.com/touberi.torino/,,,"000000000000000, 05661234841751, 026-03-28 16"
Haveli Ristorante Indiano- Best Indian Restaurant in Turin,"Turin, Italy","Corso Regio Parco, 20, 10153 Torino TO, Italy",352 085 3124,https://haveliristorante.it/,haveliristorante.it,4.8,219.0,restaurant,info@amrit.de,https://m.facebook.com/profile.php?id=61573719051224&name=xhp_nt__fb__action__open_user,https://www.instagram.com/haveliristoranteindiano?igsh=MW82NmlnbWZucmplZQ==,,"info@amrit.de, info@haveliristorante.it","054228718, +39 327 0058112, 03028884840"
Ristorante Slurp!,"Turin, Italy","Via Massena, 26, 10128 Torino TO, Italy",011 562 5366,http://www.slurptorino.it/,slurptorino.it,4.1,1257.0,restaurant,,https://www.facebook.com/slurptorino,https://www.instagram.com/slurp_tuttociochegusto/,,slurp.prenotazioni@gmail.com,"0356933613, 01264152122, 083058688"
Casa Carnera - Steak Restaurant,"Turin, Italy","Corso Moncalieri, 5, 10131 Torino TO, Italy",379 128 5944,https://casacarnera.it/,casacarnera.it,5.0,17.0,restaurant,,,,,info@casacarnera.it,"08 187 708 17, 026-01-01 12, 00 288 817 28"
Kipling Restaurant & Wines,"Turin, Italy","Via Giuseppe Mazzini, 10, 10123 Torino TO, Italy",011 812 6883,https://www.kiplingrestaurant.com/?utm_source=google&utm_medium=googlemybusiness,kiplingrestaurant.com,4.5,1464.0,restaurant,info@kiplingrestaurant.com,https://www.facebook.com/KiplingRestaurantTorino,,,info@kiplingrestaurant.com,"0118172616, 07018800016, 011-8172616"
XO-RESTAURANT,"Turin, Italy","Via Po, 46, 10123 Torino TO, Italy",379 105 3069,https://xocafe.it/,xocafe.it,4.6,122.0,restaurant,info@xocafe.it,,https://www.instagram.com/xo_restaurant_cafe/,,"info@xocafe.it, social@xocafe.it, prenotazioni@xocafe.it","07315480017, +39-379-1053069, 011 801 8819"
El Puig D'Estelles,"Turin, Italy","Via XX Settembre, 57, 10121 Torino TO, Italy",335 704 8360,https://www.tripadvisor.it/Restaurant_Review-g187855-d4341296-Reviews-El_Puig_D_Estelles-Turin_Province_of_Turin_Piedmont.html,tripadvisor.it,4.6,477.0,restaurant,,,,,,
Palm Bar Lounge e Restaurant,"Turin, Italy","Corso Regina Margherita, 122, 10152 Torino TO, Italy",011 699 4898,,,4.3,95.0,restaurant,,,,,,
LAO 老,"Turin, Italy","Via Giuseppe Barbaroux, 25, 10122 Torino TO, Italy",347 098 6881,https://linktr.ee/lao.torino,linktr.ee,4.7,1343.0,restaurant,lao.torino@gmail.com,,,,lao.torino@gmail.com,"0490-0491, 0308-0309, 05157000"
Carlina Restaurant & Bar,"Turin, Italy","P.za Carlo Emanuele II, 15, 10123 Torino TO, Italy",011 860 1607,http://www.ristorantecarlina.it/,ristorantecarlina.it,4.3,384.0,restaurant,,,,,,
BARCA'S Restaurant & Pizza,"Turin, Italy","C.so Vittorio Emanuele II, 24, bis, 10123 Torino TO, Italy",351 354 7432,https://www.instagram.com/barcasrestaurant?igsh=MTNqdzMyejA4ZjBmeA%3D%3D&utm_source=qr,instagram.com,4.1,1154.0,restaurant,,,,,,
Amici Miei Restaurant,"Turin, Italy","C.so Vittorio Emanuele II, 94/A, 10128 Torino TO, Italy",011 506 9961,https://www.amicimieitorino.com/,amicimieitorino.com,4.0,4998.0,restaurant,,,,,,"011 50 69 961, 01150 69 961"
St. Martin Pub Torino,"Turin, Italy","Corso S. Martino, 0/b, 10122 Torino TO, Italy",011 569 1762,http://www.stmartinpub.com/,stmartinpub.com,4.3,2867.0,restaurant,,https://www.facebook.com/st.martinpubtorino,https://www.instagram.com/st.martinpub/,,,"+390115691762, 026-01-21-1251, 08010910019"
C-HOUSE MILANO cafè|restaurant,"Turin, Italy","Via Torino, 160, 10036 Settimo Torinese TO, Italy",333 723 4264,https://www.torinooutletvillage.com/en/brands/c-house-caferestaurant/,torinooutletvillage.com,3.5,109.0,restaurant,,,,,,
Catarina Bistrot,"Turin, Italy","Via Maria Vittoria, 27D/29, 10123 Torino TO, Italy",011 1902 8298,https://www.catarinabistrot.com/,catarinabistrot.com,4.6,368.0,restaurant,catarinabistrot@gmail.com,https://www.facebook.com/catarinabistrot,https://www.instagram.com/catarina_bistrot/,,catarinabistrot@gmail.com,"00319006, +3901119028298, +39 011 1902 8298"
The Pool Restaurant,"Turin, Italy","Corso Moncalieri, 494, 10133 Torino TO, Italy",393 845 9052,http://thepooltorino.com/,thepooltorino.com,4.2,77.0,restaurant,,,,,,
Burgheria Trattoria Americana - Docks Dora,"Turin, Italy","Via Valprato, 68, 10155 Torino TO, Italy",393 952 4597,https://burgheria.it/,burgheria.it,4.3,340.0,restaurant,,,,,,
Kumo,"Turin, Italy","Via Giuseppe Garibaldi, 9, 10122 Torino TO, Italy",351 782 8683,,,3.9,282.0,restaurant,,,,,,
Osaka Restaurant,"Turin, Italy","Via Rivalta, 23E, 10141 Torino TO, Italy",011 382 3439,http://osakaristorantegiapponese.com/,osakaristorantegiapponese.com,4.2,872.0,restaurant,,https://www.facebook.com/Osaka-Ristorante-Giapponese-636298093165854/,https://www.instagram.com/osakaristorantegiapponese/,,,"+39 011286333, 093165854, +39011286333"
Mister Panzerotto (ex I Love Panzerotto),"Turin, Italy","Corso Racconigi, 117, 10141 Torino TO, Italy",352 018 1342,,,4.8,53.0,restaurant,,,,,,
L'Acino,"Turin, Italy","Via San Domenico, 2/A, 10122 Torino TO, Italy",345 139 2770,https://www.facebook.com/LACINO-RESTAURANT-70995454928/,facebook.com,4.6,1266.0,restaurant,,https://www.facebook.com/login,,,,"02047449186, 01530399065228, 056839232"
Malìa Restaurant,"Turin, Italy","Via dell'Arcivescovado, 18, 10121 Torino TO, Italy",011 043 5502,https://www.hilton.com/it/hotels/trnithi-hilton-turin-centre/dining/,hilton.com,4.7,13.0,restaurant,,,,,,
Real One - Breakfast Restaurant Events Catering,"Turin, Italy","Corso Giovanni Agnelli, 129, 10135 Torino TO, Italy",349 443 3373,https://www.realonetorino.it/,realonetorino.it,4.1,101.0,restaurant,,https://www.facebook.com/share/1LpDnidPcP/,https://www.instagram.com/realonetorino?igsh=MWdrYnQ5eHRndmx6,,"account@realonetorino.it, real1one@outlook.it","020-3-1024, 059 256 71, 0527-1-1024"
Fujiyama Restaurant,"Turin, Italy","Corso Casale, 100/A, 10132 Torino TO, Italy",011 819 4574,,,4.0,669.0,restaurant,,,,,,
Samurai Japanese Restaurant,"Turin, Italy","Via Fréjus, 12, 10139 Torino TO, Italy",393 220 0888,http://www.ristorantesamurai.com/,ristorantesamurai.com,4.3,2139.0,restaurant,,https://www.facebook.com/ristorantesamuraifrejus/?locale=it_IT,https://www.instagram.com/samuraifrejus.torino/,,,"+39 32200888, 07692308, 000000000000000"
Fujisan,"Turin, Italy","b, Corso Racconigi, 223, 10141 Torino TO, Italy",389 282 7978,http://ristorantefujisan.it/,ristorantefujisan.it,4.3,783.0,restaurant,info@ristorantefujisan.it,,,,info@ristorantefujisan.it,"+393892827978, 026-03-31 05, 074968691915273"
茉莉花 - Matsurika di Tokyo,"Turin, Italy","Via S. Massimo, 36, 10123 Torino TO, Italy",373 811 6716,https://www.instagram.com/matsurika_di_tokyo,instagram.com,4.5,328.0,restaurant,,,,,,
Sonamu Korean Restaurant,"Turin, Italy","Corso Peschiera, 160, 10138 Torino TO, Italy",331 468 5562,https://www.facebook.com/Sonamu-Korean-Restaurant-352564245226670/,facebook.com,4.5,1713.0,restaurant,,https://www.facebook.com/login,,,,"02047449186, 056839232, 075684469438"
AM restaurant | Ristorante nel centro di Torino,"Turin, Italy","Via delle Orfane, 17f, 10122 Torino TO, Italy",391 477 6420,http://amrestaurant.it/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=17877217258676396394,amrestaurant.it,4.8,353.0,restaurant,,https://www.facebook.com/people/AM-Restaurant-Torino/61568098484025/#,https://www.instagram.com/am.restaurant.torino/,,,"0490-0491, 0160-0161, 02025-07-04"
Casablanca Kebab,"Turin, Italy","Corso Belgio, 36, 10153 Torino TO, Italy",328 186 3577,https://freerestauranswebsite.com/Casablanca-Kebab-2389-it,freerestauranswebsite.com,4.4,583.0,restaurant,,,,,,"029977202553, 0723407941, +393281863577"
Smith's British - Ristorante Inglese,"Turin, Italy","Via Virle, 19c, 10138 Torino TO, Italy",346 684 4598,https://smithsbritish.it/,smithsbritish.it,4.8,1075.0,restaurant,3@mail.com,https://www.facebook.com/Smithsbritish/,https://www.instagram.com/smithsbritish/,,"1@mail.com, 3@mail.com, 2@mail.com","0932-4228-4, 09314940017, 085345262948"
Pizzeria Ristorante del Sole,"Turin, Italy","Piazza Tancredi Galimberti, 20, 10134 Torino TO, Italy",011 317 7144,https://menu.waithero.com/#/menu/121/option/INSIDE/table/2975,menu.waithero.com,4.2,777.0,restaurant,,,,,,"04459899, 02635913515117"
Kaisen Restaurant | Sushi Torino,"Turin, Italy","Str. del Drosso, 33/7, 10135 Torino TO, Italy",331 839 1698,https://kaisensushitorino.it/,kaisensushitorino.it,4.4,413.0,restaurant,,,,,,
Pan Japanese Restaurant,"Turin, Italy","Corso Casale, 209, 10132 Torino TO, Italy",011 890 2992,https://ristorantegiapponesepan.it/,ristorantegiapponesepan.it,4.2,1171.0,restaurant,,https://www.facebook.com/RistoranteGiapponesePan/?fref=ts,,,,"081803053914031, 095458623138256, 046706738"
La Fermata Degasperi,"Turin, Italy","Corso Alcide De Gasperi, 43, 10129 Torino TO, Italy",011 305 4718,https://www.lafermata.eu/,lafermata.eu,4.1,374.0,restaurant,,,,,,
Restaurant Kyoku,"Turin, Italy","Via Nizza, 293, 10126 Torino TO, Italy",320 619 9999,,,4.6,212.0,restaurant,,,,,,
Mezzaluna,"Turin, Italy","Piazza Emanuele Filiberto, 8/d, 10122 Torino TO, Italy",011 436 7622,https://www.mezzalunatorino.it/,mezzalunatorino.it,4.6,960.0,restaurant,info@mezzalunatorino.it,https://www.facebook.com/mezzalunatorino,https://www.instagram.com/mezzalunatorino/,,"prenotazioni@mezzalunatorino.it, info@mezzalunatorino.it","+39 0114367622, 04648573, +39 011 436 7622"
Plin E Tajarin,"Turin, Italy","Via Goffredo Casalis, 59, 10138 Torino TO, Italy",389 190 6146,http://www.plinetajarin.it/,plinetajarin.it,4.8,1060.0,restaurant,,,,,,"+39 389 190 6146, 03852517, 08099382"
Eataly | Turin,"Turin, Italy","Via Giuseppe Luigi Lagrange, 3, 10123 Torino TO, Italy",800 975 880,https://www.eataly.net/it_it/negozi/torino-lagrange?utm_source=gmb&utm_medium=listing&utm_campaign=organic-search,eataly.net,3.9,6413.0,restaurant,tuamail@eataly.it,https://www.facebook.com/eataly,https://www.instagram.com/eatalytorino/,,"tuamail@eataly.it, lagrange@eataly.it","0490-0491, 0083333333, 0102-0103"
UMI sushi Japanese Restaurant,"Turin, Italy","Corso Alcide De Gasperi, 52 bis, 10129 Torino TO, Italy",011 536 3411,,,4.1,1420.0,restaurant,,,,,,
Cucina di Damasco,"Turin, Italy","Via Monferrato, 23 F, 10131 Torino TO, Italy",351 888 7070,,,4.8,444.0,restaurant,,,,,,
Benvenuto Family Restaurant - Venaria,"Turin, Italy","Corso Giuseppe Garibaldi, 155, 10078 Venaria Reale TO, Italy",320 447 0812,http://www.benvenutofamilyrestaurant.it/,benvenutofamilyrestaurant.it,4.0,2536.0,restaurant,%20info@benvenutofamilyrestaurant.it,,https://www.instagram.com/BenvenutoFamilyRestaurant/,,%20info@benvenutofamilyrestaurant.it,"06797-2048, 07292-150, 06797-300"
Replay Restaurant,"Turin, Italy","Via D. Cimarosa, 21, 10042 Nichelino TO, Italy",011 014 3001,https://replayristorante.it/,replayristorante.it,4.7,546.0,restaurant,replayrestaurant21@gmail.com,https://www.facebook.com/RistoranteReplayNichelino/,https://www.instagram.com/replayrestaurant/,,replayrestaurant21@gmail.com,"+39 011 0143001, +390110143001"
Dolce Stil Novo - Alfredo Russo,"Turin, Italy","Reggia di Venaria, Piazza della Repubblica, 4, 10078 Venaria Reale TO, Italy",346 269 0588,http://www.dolcestilnovo.com/online/,dolcestilnovo.com,4.8,822.0,restaurant,,https://www.facebook.com/dolcestilnovo.alfredorusso,https://www.instagram.com/russo_alfredo/,https://www.linkedin.com/company/dolce-stil-novo-restaurant---reggia-di-venaria/,info@dolcestilnovo.com,"09892440018, 0116857 0, 0116855 0"
I Love Poke - Torino,"Turin, Italy","V. Antonio Bertola, 17/c, 10121 Torino TO, Italy",011 320 3129,http://www.ilovepoke.it/,ilovepoke.it,4.1,416.0,restaurant,,https://www.facebook.com/ilovepoke.official,https://www.instagram.com/ilovepoke.official/,https://it.linkedin.com/company/i-love-pok%C3%A8,,"00765705273, 0867243926, 0221264701"
Shiso Fusion Restaurant,"Turin, Italy","Viale Buridani, 54, 10078 Venaria Reale TO, Italy",375 717 5204,https://shisofusion.it/,shisofusion.it,4.4,616.0,restaurant,shisovenaria@gmail.com,https://www.facebook.com/profile.php?id=100093586401994,https://www.instagram.com/shiso_venaria/,,shisovenaria@gmail.com,"00093586401994, +39 375 717 5204, 073684051"
L'Assommoir Restaurant Bistrot,"Turin, Italy","V. Antonio Bertola, 24 C, 10122 Torino TO, Italy",342 611 3904,http://www.ristoranteassommoir.it/,ristoranteassommoir.it,4.3,245.0,restaurant,info@assommoir.it,https://www.facebook.com/ristorantelassommoir/,https://www.instagram.com/lassommoir.restaurant/,,info@assommoir.it,"+393426113904, 023-01-17-12-3, 07955200"
Benvenuto Family Restaurant - Torino,"Turin, Italy","V.Caraglio, 97, 10141 Torino TO, Italy",327 732 1490,https://www.benvenutofamilyrestaurant.it/,benvenutofamilyrestaurant.it,4.0,1765.0,restaurant,%20info@benvenutofamilyrestaurant.it,,https://www.instagram.com/BenvenutoFamilyRestaurant/,,%20info@benvenutofamilyrestaurant.it,"06797-2048, 07292-150, 06797-300"
Roadhouse,"Turin, Italy","presso C. C. 8 Gallery, Via Nizza, 10126 Torino TO, Italy",011 663 1188,http://www.roadhouse.it/it/ristorante-roadhouse-lingotto,roadhouse.it,3.8,2018.0,restaurant,,https://www.facebook.com/RoadhouseRestaurantItalia/,https://www.instagram.com/roadhouse_restaurant/,https://it.linkedin.com/company/roadhouserestaurant,,"026-03-31 13, 00876120213, 026-04-07 21"
Paradigma - Il Paradiso degli Animali,"Turin, Italy","Via Lorenzo Valerio, 5, 10122 Torino TO, Italy",,,,5.0,1.0,restaurant,,,,,,
Cascina Marchesa Restaurant & Resort,"Turin, Italy","Corso Regina Margherita, 371, 10151 Torino TO, Italy",350 914 0479,http://www.cascinamarchesaresort.com/,cascinamarchesaresort.com,4.0,963.0,restaurant,info@cascinamarchesaresort.com,https://www.facebook.com/CascinaMarchesaRestaurantResort,https://www.instagram.com/cascinamarchesa_resort/,,info@cascinamarchesaresort.com,"+39 011 0620818, 02541510406, 011 0620818"
Roadhouse Restaurant Beinasco,"Turin, Italy","Viale del Risorgimento, 10092 Beinasco TO, Italy",011 349 9312,https://www.roadhouse.it/it/ristorante-roadhouse-beinasco,roadhouse.it,3.9,1150.0,restaurant,,https://www.facebook.com/RoadhouseRestaurantItalia/,https://www.instagram.com/roadhouse_restaurant/,https://it.linkedin.com/company/roadhouserestaurant,,"026-03-31 13, 00876120213, 026-04-07 21"
La Pista Restaurant,"Turin, Italy","Via Nizza, 262, 10126 Torino TO, Italy",011 1917 3073,https://lapista.playrestaurant.tv/scheda.asp?id_scheda=700,lapista.playrestaurant.tv,4.5,247.0,restaurant,,,,,,
Nyc Caffè,"Turin, Italy","Via Giuseppe Mazzini, 35, 10123 Torino TO, Italy",327 752 4616,,,4.7,91.0,cafe,,,,,,
Café BLOOM,"Turin, Italy","Via Catania, 21/A, 10153 Torino TO, Italy",011 585 5798,https://www.facebook.com/cafebloomtorino/,facebook.com,4.4,635.0,cafe,,https://www.facebook.com/login,,,,"09521677, 02354727397677, 02047449186"
Caffetteria Antonelli,"Turin, Italy","P.za Vittorio Veneto, 1, 10124 Torino TO, Italy",011 817 2544,,,4.3,1594.0,cafe,,,,,,
Garden Cafè,"Turin, Italy","Via Sant'Ottavio, 57, 10124 Torino TO, Italy",392 454 7923,https://garden-cafe-torino.eatbu.com/,garden-cafe-torino.eatbu.com,4.6,131.0,cafe,mastrasilvia@gmail.com,https://www.facebook.com/MastraSilvia/,https://www.instagram.com/gardencafe_silvia,,mastrasilvia@gmail.com,"0490-0491, 01563 1 26, +393924547923"
ORSO - Laboratorio Caffè | Specialty Coffee | BORGO ROSSINI,"Turin, Italy","Via Cagliari, 18, 10153 Torino TO, Italy",,https://shop.orsolaboratoriocaffe.it/,shop.orsolaboratoriocaffe.it,4.7,83.0,cafe,info@orsolaboratoriocaffe.it,https://www.facebook.com/orsolaboratoriocaffe,https://www.instagram.com/isola_torino/?hl=it,,info@orsolaboratoriocaffe.it,"03693960813108, 044115759718989, 06380014"
Talent Cafe' Lounge Bar,"Turin, Italy","Via Pietro Cossa, 293/294E, 10151 Torino TO, Italy",011 086 4229,https://www.facebook.com/pages/Talent-Cafe-Lounge-Bar/331270166932486,facebook.com,4.3,4481.0,cafe,,https://www.facebook.com/login,,,,"0166932486, 02419686354446, 02047449186"
Orso Laboratorio del Caffè,"Turin, Italy","Via Claudio Luigi Berthollet, 30h, 10125 Torino TO, Italy",011 264 3553,http://shop.orsolaboratoriocaffe.it/,shop.orsolaboratoriocaffe.it,4.5,1693.0,cafe,info@orsolaboratoriocaffe.it,https://www.facebook.com/orsolaboratoriocaffe,https://www.instagram.com/isola_torino/?hl=it,,info@orsolaboratoriocaffe.it,"03693960813108, 044115759718989, 06380014"
With Love Cafè,"Turin, Italy","C.so Vittorio Emanuele II, 73/G, 10128 Torino TO, Italy",377 091 2007,https://www.facebook.com/withlovecafeto/,facebook.com,4.7,115.0,cafe,,https://www.facebook.com/login,,,,"02470530531783, 089988391, 02047449186"
Caffè Vergnano,"Turin, Italy","C.so Vittorio Emanuele II, 44 Bis C, 10123 Torino TO, Italy",011 882400,,,4.4,558.0,cafe,,,,,,
